"class";"feature0";"feature1";"feature2";"feature3";"feature4";"feature5";"feature6";"feature7";"feature8";"feature9";"feature10";"feature11";"feature12";"feature13";"feature14";"feature15";"feature16";"feature17";"feature18";"feature19";"feature20";"feature21";"feature22";"feature23";"feature24";"feature25";"feature26";"feature27";"feature28";"feature29";"feature30";"feature31";"feature32";"feature33";"feature34";"feature35";"feature36";"feature37";"feature38";"feature39";
"jazz";35.5437;-8.87961;-6.9407;-2.0253;-2.24623;-2.0386;0.00982957;-0.14868;-2.02047;-0.691729;-0.508007;0.415584;-0.517644;-2.41064;-4.16839;-1.80424;-0.0953236;-0.69383;3.04135;5.49877;5.77972;3.38899;0.545397;0.769626;-2.08952;-6.3975;-4.60262;0.440248;5.5649;3.99951;-0.522205;-6.33328;-6.03055;1.47132;3.20547;-0.384951;-2.67954;-0.859513;3.16446;2.80989;
"jazz";34.1883;-7.47102;-4.03659;-1.76393;-1.02497;-1.33011;-2.03913;-1.88854;-1.48693;-2.56828;-2.77272;-0.177773;0.272105;-5.49261;-4.00598;0.0734973;-1.22465;0.655917;6.05777;5.56586;5.12572;4.97868;2.65218;-0.624709;-2.55294;-3.76382;-5.97526;-1.73255;5.25191;3.48052;-2.90387;-5.49567;-5.29515;0.395543;2.63474;0.127728;-1.79829;-0.690479;3.53775;3.83392;
"jazz";30.7472;-8.82737;-5.63597;-0.404642;-1.68633;-0.399268;-1.03209;-1.79276;-0.710757;-0.594682;-0.922107;-0.978691;-0.0314019;-1.57867;-3.07841;-3.55188;0.963215;1.51947;1.80946;3.77409;4.78022;3.74854;0.652872;0.113634;-1.87476;-3.34109;-4.38269;-0.478278;3.6751;3.61195;-0.154263;-5.90245;-5.08445;1.71521;2.86711;-1.32008;-2.04848;-0.158753;2.98665;2.01998;
"jazz";31.1449;-6.83608;-4.69834;-1.20775;0.0237218;-2.16032;-1.48055;0.575631;-0.721767;-5.51219;-2.8001;-0.0962573;-2.03511;-2.0351;-1.99162;-1.79754;-0.634172;2.78315;2.76478;3.83145;5.60094;4.96481;2.44145;-0.216565;-2.03763;-4.50114;-4.54695;-0.185368;3.35976;2.34599;-1.44455;-6.7365;-4.77122;1.60998;2.48635;-0.295261;-0.742439;-0.832039;2.46782;2.76982;
"jazz";39.3805;-14.7126;-2.87761;-0.193581;-2.31494;-1.5097;-1.50481;0.225996;0.558662;-3.815;-4.23163;-1.47347;-0.562706;-1.09595;-3.01102;-1.61552;0.892777;0.663127;0.915714;5.80204;6.33663;4.33277;2.23733;0.139318;-3.24874;-4.72378;-4.07026;0.621495;3.22239;2.79068;-1.90607;-6.04819;-4.80697;0.136395;3.8803;0.355294;-2.63086;0.155432;2.59743;2.2972;
"jazz";40.3414;-13.9097;-3.92727;-0.147312;-2.47002;-1.52862;-1.50687;-0.859121;-0.582541;-3.23243;-0.889618;-1.22523;-3.11238;-1.36758;-2.59462;-1.29759;-0.0751474;-0.250653;1.967;6.75304;8.18706;2.6277;1.42958;0.329634;-2.08842;-5.72823;-4.40751;0.133794;3.44687;3.8905;-1.52898;-6.69669;-5.08305;0.651559;3.05026;0.579016;-3.08746;0.138124;3.33321;2.49116;
"jazz";35.0476;-8.43146;-4.48966;0.316231;-2.86089;-2.90731;-1.38222;1.53603;-1.35163;-4.05589;-3.25362;-1.51182;-1.97996;-1.61105;-2.33047;-1.11163;-1.3292;1.38054;3.10426;5.59506;5.60153;7.19662;2.03108;-1.47516;-2.63207;-5.25622;-4.38122;0.193399;3.69255;2.98487;-2.0937;-6.96871;-4.7506;1.04124;2.16917;0.676724;-1.61423;-0.0437198;2.37244;2.67429;
"jazz";39.9846;-14.1456;-4.84203;-0.153719;1.30926;-2.29355;-1.2922;0.0862451;-1.96585;-4.41672;-3.88485;-0.253308;-1.4691;-2.3148;-2.75341;-1.55878;1.11932;1.54502;2.57347;5.68581;3.83164;5.45853;2.50054;-0.677389;-0.310077;-4.91963;-4.96873;-0.607695;2.98935;3.09806;-2.12715;-6.71582;-5.12875;1.48042;3.33978;0.179392;-1.99514;-0.53358;2.79431;3.32238;
"jazz";34.181;-16.1747;-4.22773;-0.594011;-1.35158;-3.17647;0.103171;3.21038;1.97862;-2.3225;-3.74653;0.627995;1.89777;-0.184704;-2.591;-0.965185;-1.05772;0.018222;1.04198;0.103157;3.67048;4.69434;0.77207;-0.292151;-3.14345;-3.70213;-2.15943;1.64141;3.89852;2.93952;-0.706749;-4.64225;-3.91518;1.4441;2.14965;0.372474;-2.19129;-0.835458;1.18383;1.16384;
"jazz";37.7848;-16.1113;-1.88658;0.828478;-2.07768;-1.79076;1.38452;1.07749;-5.18066;-4.64253;-0.183128;0.871649;-3.18926;-4.60893;-0.585946;2.26337;-2.14525;-0.735146;4.10409;5.72777;4.72427;1.54598;1.52277;2.98862;-0.935885;-5.72874;-4.46339;-0.352139;4.10322;2.15922;-2.9428;-5.38907;-3.28641;-0.0286511;2.37166;1.58174;-2.0679;-1.29961;2.78822;2.55937;
"jazz";37.0214;-6.4823;-5.56584;-2.84664;-0.722922;-1.43287;-1.97255;0.0670883;-2.36423;-4.7157;-2.68029;-0.727869;-2.1217;-2.79762;-3.36375;-2.07992;0.495693;1.36285;3.68989;6.77779;6.80824;5.25179;2.29777;0.74203;-3.06906;-5.99383;-5.13608;-1.43067;5.05644;3.81324;-2.59931;-8.05061;-5.1322;0.436102;3.59743;1.16007;-3.07937;-0.3643;3.90503;3.1013;
"jazz";40.3799;-13.9487;-3.32087;-1.2752;-0.0346529;-3.37689;-3.47277;0.58869;0.173658;-1.35109;-2.27497;-3.71219;-2.32148;-1.66202;-0.229266;-0.915695;-2.06763;-0.834017;3.30401;5.09121;8.4477;6.34669;0.605631;-2.46205;-3.38522;-2.57992;-3.83691;-2.16091;3.99225;5.17937;-2.79545;-7.08204;-3.83847;0.22099;2.44128;0.743693;-2.64032;-0.185612;4.28375;1.4923;
"jazz";36.4111;-7.04674;-6.47216;-2.62251;-0.593316;-2.18783;-1.57632;-0.17044;-1.83529;-1.39008;-3.50924;-1.66838;-0.239681;-2.85874;-3.80219;-0.0740102;-1.27505;-0.461652;5.17112;5.19117;5.76152;6.91941;1.6877;-1.6528;-2.57322;-4.38023;-5.38044;-1.38144;5.30646;4.78823;-2.68627;-7.5561;-4.90537;0.62511;3.28117;0.804009;-3.05866;-0.359158;3.62863;2.80973;
"jazz";30.9618;-8.3041;-2.24184;-0.125034;-0.661833;-2.90753;-3.35147;-0.409702;-0.446417;-2.40363;-0.951093;-2.11748;-3.80025;-1.83142;-1.10261;-1.0136;-1.14903;-0.140874;3.0663;6.61777;6.95532;4.54706;1.28835;-1.47185;-2.32243;-3.29184;-3.6577;-1.76304;3.43598;2.73555;-1.81458;-5.57184;-3.45747;-0.528997;2.01381;-0.0176505;-1.76451;0.723357;2.95156;2.59559;
"jazz";40.7549;-15.3753;-6.24854;0.330971;-1.24453;-2.89555;-2.7531;1.76036;-0.114409;-1.43275;-0.490415;-1.44129;-0.575699;-1.76767;-1.73259;-2.7655;-0.899758;0.614315;1.29607;4.70805;6.4443;4.42399;0.648434;-1.20919;-2.7929;-3.93883;-3.68613;-0.376004;3.81849;5.71175;-1.64096;-6.43341;-4.23818;0.678243;2.53162;0.381339;-3.20335;-0.334579;3.62832;1.49036;
"jazz";44.3836;-10.2649;-9.58013;-1.02407;0.27598;-3.49598;-2.41419;1.21325;-1.1355;-3.28951;-3.32218;-2.46093;-1.01257;-2.63874;-2.12925;-1.68859;-0.76347;0.481144;2.85137;6.51014;8.10385;6.25768;2.2077;-1.85408;-3.02965;-5.00358;-5.39229;-1.40309;5.3656;5.41608;-2.90926;-8.50698;-5.88779;1.05779;4.18033;0.925745;-3.61496;-0.166376;3.60141;3.33584;
"jazz";39.9388;-12.0341;-3.91289;-0.571271;-2.12196;-2.40191;-2.80969;0.740117;-1.76949;-1.44778;-3.18386;-1.542;-1.86303;-2.47833;-2.25554;-1.43205;-1.43834;0.639096;3.89273;5.85177;6.89217;5.92265;2.79233;-2.79997;-2.98539;-3.57789;-5.04215;-1.49631;4.50945;4.99628;-3.27229;-6.61696;-4.71853;0.372233;2.61898;0.520672;-2.29831;-0.271151;3.74989;2.64077;
"jazz";36.6085;-7.58332;-5.85473;-0.616082;-1.96456;-2.88343;-1.77811;0.925156;-2.05268;-4.03477;-2.5263;0.481197;-1.28977;-3.5041;-3.7611;-2.34998;0.309389;1.39518;3.55581;6.45856;6.81228;4.1053;2.70957;0.626021;-3.47304;-6.14488;-5.00361;-0.0146055;4.49091;3.71815;-2.59575;-6.1698;-5.45186;0.0684699;3.22128;0.48402;-2.30417;-0.411606;3.33041;3.35161;
"jazz";41.7357;-14.6822;-5.64775;-1.03853;-0.900202;-2.06733;0.258122;0.893654;-1.583;-4.50211;-2.79934;0.0469219;-1.91802;-1.75262;-1.90031;-1.13554;-0.223433;0.42984;2.25561;5.0031;5.43457;4.49784;1.96423;0.468502;-2.31968;-4.87636;-5.11517;0.0524152;4.48089;3.94684;-2.45574;-7.13608;-5.18441;1.5275;3.59563;0.753043;-2.56955;-1.10734;2.81018;2.75551;
"jazz";40.5255;-12.8342;-3.80863;-1.96286;-1.06777;-1.58087;-1.32292;-1.08674;-2.70352;-1.5167;-2.35183;-0.576473;-0.711355;-3.98828;-2.69113;-2.13893;-1.16521;2.29123;4.48251;4.34726;6.52968;5.07932;1.92894;-0.718382;-2.35978;-3.9449;-5.92547;-1.39845;4.70735;4.67765;-1.99897;-7.45595;-5.11333;0.926631;3.51231;-0.49149;-2.55505;0.372365;2.68279;3.65044;
"jazz";33.6795;-9.53406;-4.45053;-0.700192;-1.2552;-1.19923;0.184897;-0.756214;-2.2165;-2.98096;-2.72865;-1.80786;-1.3788;-2.05242;-1.74605;-0.553393;-0.985531;1.55531;2.55459;4.1303;6.30022;3.87322;2.20652;-0.0889556;-1.48447;-4.51388;-4.28905;-0.762465;3.2585;3.73793;-2.72073;-6.35493;-4.63052;1.00812;3.55928;-0.0573683;-2.10509;-0.0845167;2.44109;2.50037;
"jazz";42.1724;-14.1076;-5.58807;-1.48016;-1.84968;-1.68303;-0.726852;-0.966496;0.305011;-2.49153;-3.03634;-0.372623;-0.475618;-1.84232;-3.7564;-1.59595;-0.366804;0.736696;2.47992;4.64005;6.96433;5.12545;0.254543;0.572764;-2.35541;-6.1987;-4.40344;0.215352;4.79633;3.44966;-0.217905;-7.55296;-6.45576;2.22414;3.50324;-0.421658;-2.34753;-0.736328;3.12243;2.73982;
"jazz";39.0513;-8.48232;-5.26316;-0.351198;-1.80485;-2.33785;-4.93163;0.275804;-0.139014;-2.71626;-3.44307;-1.21963;-2.7259;-2.57281;-2.78228;-2.2185;-0.790917;0.84517;4.28105;6.59288;8.43664;6.61719;2.03057;-2.68958;-2.61553;-5.04016;-5.30532;-0.563097;3.67163;4.32084;-2.01195;-7.2388;-5.73619;0.645393;2.8386;-0.26359;-1.9143;0.530636;3.17087;3.75457;
"jazz";39.2823;-12.4728;-4.38034;1.36938;-2.05276;-3.68821;-0.669744;0.524708;-0.791073;-4.24754;-2.80751;-3.02783;-2.20779;-1.50853;-1.28932;-0.641947;-1.40559;1.18208;1.85641;5.9471;7.74156;5.25137;2.08322;-0.811614;-3.07582;-4.52668;-4.12278;-0.623721;4.02235;2.21395;-1.73395;-7.06008;-4.94047;1.05589;2.72795;0.535962;-1.83398;0.123892;2.48906;2.68249;
"jazz";37.2629;-8.17198;-6.00388;-0.58303;-1.91889;-2.55021;-2.08687;0.887724;-2.69502;-1.61486;-3.29759;-1.0914;-1.62459;-2.9132;-2.8351;-1.07148;-0.894272;0.686773;3.01128;6.21581;8.79324;3.81892;1.65792;0.464821;-3.28094;-5.86062;-4.54562;-0.4985;4.72501;3.15008;-1.62358;-6.89987;-5.65963;0.493902;3.63649;-0.0797134;-2.23909;-0.0742537;3.08477;3.3254;
"jazz";45.3176;-10.1667;-8.64103;1.32508;-2.94948;-4.31768;-2.40908;0.423147;-0.257398;-2.91586;-3.54285;-2.55143;-1.4851;-2.38024;-2.64844;-3.17871;-0.85683;1.59366;3.07304;7.08192;9.11681;7.33991;2.55637;-2.83849;-4.22484;-5.09558;-5.50444;-0.887212;5.02689;5.40342;-2.80466;-8.18824;-6.13064;0.269614;4.54519;-0.830622;-1.82233;-0.190631;3.73808;3.38185;
"jazz";35.5748;-8.90549;-6.92577;-2.0023;-2.27076;-2.043;-0.00295886;-0.0929973;-2.0585;-0.730574;-0.46836;0.403878;-0.529514;-2.43576;-4.13913;-1.78596;-0.118438;-0.703883;3.05997;5.5094;5.78541;3.36426;0.590233;0.749281;-2.09957;-6.37438;-4.63721;0.459687;5.56274;4.00542;-0.556003;-6.31765;-6.02354;1.46178;3.19632;-0.373543;-2.66995;-0.860223;3.14212;2.84077;
"jazz";34.2198;-7.48152;-4.1631;-1.65083;-0.879491;-1.53852;-2.00564;-1.74225;-1.70136;-2.55196;-2.5986;-0.249287;0.229873;-5.43675;-4.01725;-0.0221681;-1.20267;0.789163;6.00843;5.45942;5.29437;4.87746;2.5304;-0.442334;-2.56822;-3.83263;-5.92597;-1.72316;5.21216;3.44012;-2.86881;-5.40534;-5.39889;0.401421;2.74686;-0.0214152;-1.78218;-0.585551;3.46571;3.82926;
"jazz";26.9215;-12.6631;-1.05728;-1.42585;0.476231;-1.21546;-0.381422;-1.67715;-0.0616486;-1.36918;0.316078;0.0937203;-0.380055;-2.01735;-2.0642;-1.53501;-0.139344;0.807072;1.75646;2.97718;2.46396;2.30839;0.644012;0.260818;-0.518546;-2.61775;-2.89851;-0.913218;2.99147;2.73737;-0.557262;-4.00444;-2.77128;0.432457;1.71128;-0.368581;-2.4001;0.325768;2.01421;1.65074;
"jazz";29.3532;-10.071;-0.789976;-0.979775;-1.46232;-3.43692;-1.66739;1.48749;-1.07444;-1.45201;-2.17651;-1.86023;0.729295;-1.69084;-3.2278;-2.52773;0.32274;1.0937;2.65795;3.42388;5.19714;4.57035;1.89703;-0.649661;-3.2834;-3.9056;-2.69169;-0.131338;3.12306;2.66275;-1.73496;-4.04119;-4.01114;-0.0520695;1.99627;-0.317306;-1.59153;0.540049;2.12583;1.8602;
"jazz";30.2058;-10.6906;-2.62488;-1.84166;0.92026;-3.48337;-1.55566;1.13745;-0.117575;-2.2838;-1.74782;-0.490127;-0.904027;-2.16974;-0.991972;-2.00308;0.1494;-0.289216;1.52168;4.86619;4.53791;3.21925;2.26046;-1.4892;-1.56443;-3.54351;-3.63776;0.37518;3.15186;2.73984;-1.28073;-4.7538;-3.61474;0.24389;2.15322;-0.00789452;-1.69081;-0.595386;2.82213;1.56321;
"jazz";29.3773;-10.4817;-3.17945;-0.195463;-1.16682;-2.36807;0.120652;0.78775;-3.39592;-2.1537;0.683226;1.12131;-1.03929;-4.50059;-1.62377;-0.0160728;-1.16914;-0.671371;3.80761;4.91919;3.01079;1.99816;1.47962;0.907009;-0.761377;-4.54005;-4.3463;0.447698;3.39249;3.37329;-2.20567;-4.12196;-2.84767;-0.63039;2.11503;0.342651;-2.05432;-0.641904;2.47;2.2793;
"jazz";32.4315;-11.2856;-2.90546;-1.78182;-1.89477;-1.27366;-0.812099;-0.51814;0.269291;-0.957314;-3.18587;-0.42156;0.275684;-2.44175;-1.97222;-1.29456;-0.909825;0.58971;1.53187;4.16402;5.4932;3.4682;1.69623;-0.715968;-2.15521;-4.35944;-3.18605;-0.294453;4.17457;3.27295;-1.43586;-5.21014;-4.2963;0.483352;2.8739;-0.0964423;-2.24145;-0.480209;2.7915;1.93503;
"jazz";29.1813;-10.9437;-1.99027;-1.9742;-0.829788;-2.56769;1.64478;0.625521;-2.14641;-2.44926;-0.891564;-0.491946;-1.36033;-1.57495;-0.337304;-1.91343;-1.06342;1.49557;1.47312;2.87238;4.23884;3.11255;1.80431;0.281082;-2.14998;-3.41903;-3.2689;-0.23161;3.26871;3.81374;-2.20722;-5.62289;-2.57598;0.304789;2.43849;0.144059;-1.74559;-0.758821;2.28702;1.38567;
"jazz";22.7139;-6.02315;-2.62808;-0.900171;-0.0677192;-2.38456;-0.972289;-1.40226;-0.0327029;-0.770355;-1.4044;0.130192;-1.91131;-1.15308;-1.5562;-3.01297;-0.0867124;1.32835;2.77002;2.34931;4.20294;4.48657;0.0311014;-0.17774;-1.77746;-2.74263;-2.57002;-1.16495;2.70981;2.80562;-0.540015;-4.62156;-3.48351;1.3421;0.579285;-0.317675;-1.52698;0.160015;2.82367;0.809722;
"jazz";27.9216;-8.94043;-1.4004;-1.36509;-1.93498;-1.97559;-0.31614;0.563938;-2.23638;-2.17122;0.181314;-1.88102;-2.04432;-0.0234111;-1.96275;-3.28758;-0.232189;2.04364;2.41888;3.17217;4.05418;4.99793;1.91008;-1.09044;-2.75867;-2.38226;-3.48928;-1.52752;3.95069;3.38816;-1.82963;-5.4885;-3.37153;0.758827;1.97325;-0.636107;-1.44811;0.393663;1.97226;1.70958;
"jazz";28.2811;-6.2703;-4.16969;-1.4448;-0.55776;-3.82115;-0.199554;0.535612;-0.3851;-3.26564;-1.38135;-1.64163;-0.0424889;-1.16298;-3.75663;-1.70799;0.508544;0.144025;2.75349;4.3603;4.59157;5.10221;1.06402;0.686722;-3.67318;-3.91989;-3.95519;0.541863;3.59825;2.7167;-1.7077;-4.74388;-4.70855;0.541594;2.57619;-0.282544;-1.51051;-0.335529;2.4724;2.10837;
"jazz";27.861;-5.88785;-3.16938;-2.57382;-0.644735;-1.785;-2.93214;0.652484;0.162845;-3.1918;-2.09131;0.392137;-0.153956;-2.79676;-3.69285;-1.43834;-1.14592;2.17231;2.99458;3.72212;5.54658;4.30706;1.32288;0.292744;-2.5946;-5.22317;-3.34944;0.356301;2.72038;3.92494;-1.71686;-5.4692;-3.62586;-0.0774923;1.71849;0.940165;-2.86582;0.553979;2.3549;2.62475;
"jazz";34.1117;-11.0658;-4.0307;-0.816437;-1.43693;-2.38037;-0.553446;-0.365778;-1.16172;-1.14865;-1.63784;-1.34528;-1.3038;-1.55063;-2.0144;-1.76129;-0.831876;0.618113;2.38796;4.50219;5.56946;4.52296;1.40648;-1.16244;-2.10884;-3.7054;-3.99752;-0.823193;4.08576;3.92069;-1.66903;-5.946;-4.41171;0.868626;2.67456;-0.191602;-2.37943;0.190643;2.51828;2.26924;
"jazz";13.2236;-5.388;-0.135997;1.9175;0.18113;-2.39044;-3.13158;-0.542353;0.954817;0.587905;-0.750675;-1.30439;-0.342836;-0.825314;-2.37559;-0.801519;0.134165;-0.216602;1.95;2.04209;3.29654;1.95603;0.209219;-0.339879;-1.26943;-0.966279;-1.15445;-0.165092;0.247508;0.915276;-0.205011;-1.01751;-1.4965;-1.03833;0.223519;-0.965584;-1.00813;1.25981;1.85471;0.385552;
"jazz";33.1364;-10.7361;-3.99186;-0.513872;-1.08704;-1.93639;-1.05073;-0.127469;-0.914508;-2.17659;-2.0667;-1.05243;-0.859774;-1.89548;-2.33707;-1.48996;-0.239792;0.670751;2.32166;4.47762;5.25213;4.05478;1.61787;-0.387994;-2.09131;-3.86776;-3.94013;-0.52889;3.64899;3.30836;-1.69203;-5.60931;-4.26497;0.613924;2.75308;0.00111222;-2.245;-0.121662;2.77194;2.10681;
"jazz";23.9879;-7.80098;-2.19559;-1.39774;-0.43725;-1.22388;-0.682917;-0.0980564;-0.158217;-2.37065;-2.06982;0.00178994;-0.820382;-1.1344;-2.03287;-1.53157;0.523597;0.331583;1.64194;3.33013;3.40241;2.74608;1.96739;0.181547;-2.01046;-2.85065;-2.79897;-0.50725;3.0474;2.46004;-1.8087;-4.01459;-2.80507;-0.0905529;2.13444;0.199721;-1.85428;-0.557272;2.72238;1.13921;
"jazz";25.8099;-6.73688;-2.59448;-0.936568;-1.03354;-2.40664;-0.628238;-1.10112;0.148192;-2.80593;-0.703826;-0.988256;-0.837143;-2.23783;-2.12838;-1.67767;-0.536735;1.00061;2.73086;3.78499;4.95765;3.61455;1.41981;-0.239708;-1.87248;-4.00116;-3.08974;-0.523478;3.28232;2.47356;-1.29684;-4.44014;-4.02414;0.635472;1.69318;-0.362013;-1.37006;-0.0860031;2.55947;1.76977;
"jazz";27.9113;-10.8076;-3.74669;-0.946524;-1.31712;-1.05477;-0.764733;0.731319;-0.27465;-1.45515;-0.154272;-0.435449;0.505752;-2.05187;-1.35654;-1.86414;-0.576336;0.410355;1.10656;3.138;2.996;3.15014;0.66729;0.213892;-2.07367;-2.74402;-3.19621;-0.119453;4.01453;3.00507;-0.689283;-4.6599;-3.16216;0.544272;2.26045;-0.347436;-2.1271;-0.48772;2.12379;1.50295;
"jazz";20.4409;-5.20409;-0.739041;-1.10359;-0.254495;-2.71771;-0.766859;0.0717487;-1.34;-1.64638;-1.60711;-1.72651;0.43317;-1.7929;-2.69566;-1.79142;0.0117059;1.9054;2.41879;2.57053;4.13515;3.27187;2.19164;-0.290919;-2.10291;-2.95307;-2.61063;-0.438995;2.43691;1.45179;-1.10648;-3.68799;-3.07268;0.0685125;1.43029;-0.42701;-1.22639;0.640389;1.81712;1.53856;
"jazz";20.1978;-5.175;0.22582;-1.98809;-1.34449;-2.109;1.08421;-0.896856;-1.24218;-1.70246;-2.46126;-1.23619;-0.362287;-2.55245;-0.731007;-1.02591;0.0434497;-0.117748;2.11273;4.26577;3.48986;3.32405;1.94561;-0.095272;-1.25174;-3.92672;-3.24982;1.25554;1.68356;1.64055;-1.52215;-4.14524;-2.57802;-0.304908;1.68248;0.44251;-1.70777;0.450791;1.7963;1.06138;
"jazz";18.5887;-4.40755;-1.36018;-0.873074;-1.46202;-1.70898;-0.0931311;-0.994834;-0.811612;-0.797064;-0.718963;-0.670019;-1.64135;-0.964806;-1.30096;-2.10764;-0.408565;0.72806;2.54911;2.69806;3.23502;3.68237;1.33968;-0.827539;-1.82762;-1.78396;-3.19674;-0.408058;2.66838;2.14097;-0.793119;-4.28717;-2.20606;0.0624769;1.20023;-0.590596;-1.21114;0.381455;1.97403;0.977818;
"jazz";29.9622;-9.47592;-2.87822;-0.392381;-0.529003;-2.38872;-1.40789;-0.438618;-0.786848;-2.05508;-1.78505;-1.08973;-1.18201;-1.89781;-2.37354;-1.4889;-0.119628;0.754063;2.48412;4.51501;5.10796;3.84982;1.48337;-0.319137;-2.0068;-3.48377;-3.72256;-0.513255;2.99698;2.75053;-1.41622;-5.06276;-3.83083;0.30908;2.18603;-0.082981;-1.93037;0.12528;2.80433;1.91208;
"jazz";26.386;-8.28037;-3.21525;-0.632994;-1.00227;-1.49402;-0.690084;-0.0732377;-0.812218;-1.73548;-1.5649;-0.827063;-0.750783;-1.43216;-1.91055;-1.39779;-0.251034;0.604784;1.92111;3.45158;4.14218;3.3597;1.48715;-0.242879;-1.70875;-3.18706;-3.25015;-0.331394;3.09525;2.75125;-1.41931;-4.6132;-3.48891;0.52339;2.1756;-0.162391;-1.89811;-0.0596637;2.29218;1.58864;
"jazz";27.1946;-8.62737;-3.28665;-0.564644;-0.998283;-1.5744;-0.802207;-0.109843;-0.741327;-1.77003;-1.63892;-0.808577;-0.739264;-1.54744;-1.99379;-1.35772;-0.273973;0.597746;1.94797;3.64291;4.27991;3.38274;1.50708;-0.256825;-1.76891;-3.25976;-3.30783;-0.36727;3.16235;2.79461;-1.45049;-4.66672;-3.55165;0.464068;2.22742;-0.117746;-1.96769;-0.052962;2.37552;1.64767;
"jazz";31.4196;-10.1332;-3.82947;-0.596911;-1.07665;-1.8119;-0.923807;-0.119786;-0.856679;-2.05784;-1.8903;-0.896657;-0.828416;-1.77707;-2.25352;-1.48549;-0.272149;0.67775;2.20074;4.18844;4.93388;3.82105;1.60979;-0.35851;-2.00461;-3.6823;-3.77654;-0.475067;3.56083;3.21066;-1.61776;-5.35433;-4.0482;0.580634;2.60805;-0.036191;-2.1825;-0.124337;2.64973;1.97194;
"jazz";20.7881;-6.39433;-2.38597;-0.515781;-0.83137;-1.25731;-0.647875;-0.121936;-0.516922;-1.38368;-1.21956;-0.694714;-0.592418;-1.19995;-1.64625;-1.16947;-0.261172;0.51247;1.55127;2.84591;3.27956;2.70736;1.36737;-0.107972;-1.41412;-2.60963;-2.59185;-0.207299;2.53801;2.12569;-1.16616;-3.6182;-2.77121;0.252188;1.63974;-0.245907;-1.63654;0.0703521;1.97396;1.14321;
"jazz";21.741;-6.68795;-2.57163;-0.52811;-0.88713;-1.26536;-0.642011;-0.106968;-0.600271;-1.39237;-1.33644;-0.691907;-0.630236;-1.2399;-1.66569;-1.20416;-0.257743;0.504351;1.6135;2.94717;3.42565;2.82294;1.37982;-0.12058;-1.47169;-2.70201;-2.70652;-0.235252;2.64176;2.25717;-1.23842;-3.78701;-2.89666;0.296849;1.75238;-0.229668;-1.68804;0.0375261;2.03185;1.2198;
"jazz";32.5;-10.5135;-3.97985;-0.595826;-1.10926;-1.86417;-0.95721;-0.116182;-0.891294;-2.13036;-1.951;-0.920565;-0.847686;-1.83988;-2.31414;-1.52213;-0.273038;0.701365;2.25987;4.33321;5.09212;3.9419;1.62705;-0.375853;-2.07262;-3.78487;-3.90225;-0.497189;3.65996;3.32394;-1.66419;-5.53041;-4.17543;0.611753;2.70479;-0.0129212;-2.24099;-0.140621;2.71717;2.05509;
"jazz";24.8046;-7.76686;-2.97025;-0.54197;-0.946158;-1.45262;-0.733134;-0.116554;-0.675662;-1.60493;-1.52025;-0.750452;-0.688067;-1.42556;-1.85342;-1.29508;-0.264567;0.565059;1.80763;3.34171;3.91237;3.14131;1.45069;-0.190687;-1.64755;-3.0167;-3.04654;-0.309146;2.93354;2.54842;-1.35124;-4.28186;-3.26823;0.393207;2.00657;-0.156674;-1.84946;-0.00793674;2.22843;1.45965;
"metal";37.2243;-12.9413;-3.09022;-0.751493;-1.23187;-1.24068;-1.21576;0.108243;-2.20978;-3.3942;-0.81064;-2.54338;-3.44433;-0.401887;-1.3604;-1.88923;0.420591;0.490186;1.27571;6.13331;7.14804;2.75213;2.51609;-0.381876;-1.93395;-4.17294;-4.02394;-1.27439;3.38886;4.01036;-2.70884;-6.43401;-4.45788;0.848436;3.03455;0.592833;-2.57736;-0.341336;3.60108;1.96219;
"metal";35.4461;-13.9877;-5.77236;-1.19868;0.128123;-1.51913;1.72923;0.989412;-2.21072;-2.8018;-2.14633;-0.725482;-0.75664;-0.711791;-1.322;-0.508809;-0.245268;0.24695;0.59878;3.38689;3.92116;2.70405;1.98191;0.597994;-1.46504;-3.49537;-4.04354;-0.193317;3.97292;4.00894;-2.57626;-5.85864;-4.10949;1.3012;4.03848;0.158255;-2.48122;-1.40987;2.53797;1.60235;
"metal";32.7688;-12.4298;-3.34429;1.60097;-1.48651;-2.58967;-0.326793;-0.297943;-2.48463;-2.25115;-0.152722;0.171799;-2.38789;-3.01331;-1.91333;-0.301034;-0.431188;-0.413607;2.54793;6.22946;4.62213;1.82457;1.45172;0.962543;-1.39485;-3.94342;-4.502;-0.00112529;3.49823;1.95034;-1.17566;-4.53984;-3.81986;0.0404817;2.14909;0.132434;-2.08277;0.0734322;2.31904;2.70423;
"metal";40.7076;-13.7952;-5.21135;-0.853967;-1.60772;-1.24192;-1.24464;-0.183614;-1.79315;-2.33434;-1.80148;-0.474934;-1.66822;-2.27296;-1.87271;-3.29159;0.744766;0.610596;2.74027;5.24237;5.77273;4.85827;1.18158;-0.207114;-1.88737;-4.90016;-4.71559;-0.981748;4.6362;4.32576;-1.70902;-6.82523;-5.86054;1.87459;3.29619;-0.342722;-2.43295;-0.337519;2.922;2.95369;
